Title,Authors,recommendation
InstaGAN: Instance-aware Image-to-Image Translation,"['Sangwoo Mo', 'Minsu Cho', 'Jinwoo Shin']",Accept (Poster)
Learning to Describe Scenes with Programs,"['Yunchao Liu', 'Zheng Wu', 'Daniel Ritchie', 'William T. Freeman', 'Joshua B. Tenenbaum', 'Jiajun Wu']",Accept (Poster)
Data-Dependent Coresets for Compressing Neural Networks with Applications to Generalization Bounds,"['Cenk Baykal', 'Lucas Liebenwein', 'Igor Gilitschenski', 'Dan Feldman', 'Daniela Rus']",Accept (Poster)
A Rotation and a Translation Suffice: Fooling CNNs with Simple Transformations,"['Logan Engstrom', 'Brandon Tran', 'Dimitris Tsipras', 'Ludwig Schmidt', 'Aleksander Madry']",Reject
Learning What to Remember: Long-term Episodic Memory Networks for Learning from Streaming Data,"['Hyunwoo Jung', 'Moonsu Han', 'Minki Kang', 'Sungju Hwang']",Reject
Rethinking learning rate schedules for stochastic optimization,"['Rong Ge', 'Sham M. Kakade', 'Rahul Kidambi', 'Praneeth Netrapalli']",Reject
Unsupervised Conditional Generation using noise engineered mode matching GAN,"['Deepak Mishra', 'Prathosh AP', 'Aravind J', 'Prashant Pandey', 'Santanu Chaudhury']",Reject
InfoBot: Transfer and Exploration via the Information Bottleneck,"['Anirudh Goyal', 'Riashat Islam', 'DJ Strouse', 'Zafarali Ahmed', 'Hugo Larochelle', 'Matthew Botvinick', 'Yoshua Bengio', 'Sergey Levine']",Accept (Poster)
Over-parameterization Improves Generalization in the XOR Detection Problem,"['Alon Brutzkus', 'Amir Globerson']",Reject
Understand the dynamics of GANs via Primal-Dual Optimization,"['Songtao Lu', 'Rahul Singh', 'Xiangyi Chen', 'Yongxin Chen', 'Mingyi Hong']",Reject
Learning Global Additive Explanations for Neural Nets Using Model Distillation,"['Sarah Tan', 'Rich Caruana', 'Giles Hooker', 'Paul Koch', 'Albert Gordo']",Reject
An investigation of model-free planning,"['Arthur Guez', 'Mehdi Mirza', 'Karol Gregor', 'Rishabh Kabra', 'Sébastien Racanière', 'Théophane Weber', 'David Raposo', 'Adam Santoro', 'Laurent Orseau', 'Tom Eccles', 'Greg Wayne', 'David Silver', 'Timothy Lillicrap']",Reject
HyperGAN:  Exploring the Manifold of Neural Networks,"['Neale Ratzlaff', 'Li  Fuxin']",Reject
Stochastic Gradient Push for Distributed Deep Learning,"['Mahmoud Assran', 'Nicolas Loizou', 'Nicolas Ballas', 'Mike Rabbat']",Reject
Multi-agent Deep Reinforcement Learning with Extremely Noisy Observations,"['Ozsel Kilinc', 'Giovanni Montana']",Reject
Seq2Slate: Re-ranking and Slate Optimization with RNNs,"['Irwan Bello', 'Sayali Kulkarni', 'Sagar Jain', 'Craig Boutilier', 'Ed Chi', 'Elad Eban', 'Xiyang Luo', 'Alan Mackey', 'Ofer Meshi']",Reject
Emerging Disentanglement in Auto-Encoder Based Unsupervised Image Content Transfer,"['Ori Press', 'Tomer Galanti', 'Sagie Benaim', 'Lior Wolf']",Accept (Poster)
Learning Embeddings into Entropic Wasserstein Spaces,"['Charlie Frogner', 'Farzaneh Mirzazadeh', 'Justin Solomon']",Accept (Poster)
Wasserstein Barycenter Model Ensembling,"['Pierre Dognin*', 'Igor Melnyk*', 'Youssef Mroueh*', 'Jarret Ross*', 'Cicero Dos Santos*', 'Tom Sercu*']",Accept (Poster)
Generalizable Adversarial Training via Spectral Normalization,"['Farzan Farnia', 'Jesse Zhang', 'David Tse']",Accept (Poster)
Generating Realistic Stock Market Order Streams,"['Junyi Li', 'Xintong Wang', 'Yaoyang Lin', 'Arunesh Sinha', 'Michael P. Wellman']",Reject
Learning State Representations in Complex Systems with Multimodal Data,"['Pavel Solovev', 'Vladimir Aliev', 'Pavel Ostyakov', 'Gleb Sterkin', 'Elizaveta Logacheva', 'Stepan Troeshestov', 'Roman Suvorov', 'Anton Mashikhin', 'Oleg Khomenko', 'Sergey I. Nikolenko']",Reject
Unsupervised Speech Recognition via Segmental Empirical Output Distribution Matching,"['Chih-Kuan Yeh', 'Jianshu Chen', 'Chengzhu Yu', 'Dong Yu']",Accept (Poster)
Label Propagation Networks,"['Kojin Oshiba', 'Nir Rosenfeld', 'Amir Globerson']",Reject
Expressiveness in Deep Reinforcement Learning,"['Xufang Luo', 'Qi Meng', 'Di He', 'Wei Chen', 'Yunhong Wang', 'Tie-Yan Liu']",Reject
Learning when to Communicate at Scale in Multiagent Cooperative and Competitive Tasks,"['Amanpreet Singh', 'Tushar Jain', 'Sainbayar Sukhbaatar']",Accept (Poster)
Improving Sentence Representations with Multi-view Frameworks,"['Shuai Tang', 'Virginia R. de Sa']",Reject
ProxQuant: Quantized Neural Networks via Proximal Operators,"['Yu Bai', 'Yu-Xiang Wang', 'Edo Liberty']",Accept (Poster)
Relational Graph Attention Networks,"['Dan Busbridge', 'Dane Sherburn', 'Pietro Cavallo', 'Nils Y. Hammerla']",Reject
Optimal Completion Distillation for Sequence Learning,"['Sara Sabour', 'William Chan', 'Mohammad Norouzi']",Accept (Poster)
Feature Intertwiner for Object Detection,"['Hongyang Li', 'Bo Dai', 'Shaoshuai Shi', 'Wanli Ouyang', 'Xiaogang Wang']",Accept (Poster)
Diversity and Depth in Per-Example Routing Models,"['Prajit Ramachandran', 'Quoc V. Le']",Accept (Poster)
Learning concise representations for regression by evolving networks of trees,"['William La Cava', 'Tilak Raj Singh', 'James Taggart', 'Srinivas Suri', 'Jason H. Moore']",Accept (Poster)
Out-of-Sample Extrapolation with Neuron Editing,"['Matthew Amodio', 'David van Dijk', 'Ruth Montgomery', 'Guy Wolf', 'Smita Krishnaswamy']",Reject
Penetrating the Fog: the Path to Efficient CNN Models,"['Kun Wan', 'Boyuan Feng', 'Shu Yang', 'Yufei Ding']",Reject
Neural separation of observed and unobserved distributions,"['Tavi Halperin', 'Ariel Ephrat', 'Yedid Hoshen']",Reject
Beyond Games: Bringing Exploration to Robots in Real-world,"['Deepak Pathak', 'Dhiraj Gandhi', 'Abhinav Gupta']",Reject
FFJORD: Free-Form Continuous Dynamics for Scalable Reversible Generative Models,"['Will Grathwohl', 'Ricky T. Q. Chen', 'Jesse Bettencourt', 'Ilya Sutskever', 'David Duvenaud']",Accept (Oral)
Feature quantization for parsimonious and interpretable predictive models,"['Adrien EHRHARDT', 'Vincent VANDEWALLE', 'Christophe BIERNACKI', 'Philippe HEINRICH']",Reject
Bias Also Matters: Bias Attribution for Deep Neural Network Explanation,"['Shengjie Wang', 'Tianyi Zhou', 'Jeff Bilmes']",Reject
RANDOM MASK: Towards Robust Convolutional Neural Networks,"['Tiange Luo', 'Tianle Cai', 'Mengxiao Zhang', 'Siyu Chen', 'Liwei Wang']",Reject
Exploration by random network distillation,"['Yuri Burda', 'Harrison Edwards', 'Amos Storkey', 'Oleg Klimov']",Accept (Poster)
Deep Reinforcement Learning of Universal Policies with Diverse Environment Summaries,"['Felix Berkenkamp', 'Debadeepta Dey', 'Ashish Kapoor']",Reject
Hierarchical Generative Modeling for Controllable Speech Synthesis,"['Wei-Ning Hsu', 'Yu Zhang', 'Ron J. Weiss', 'Heiga Zen', 'Yonghui Wu', 'Yuxuan Wang', 'Yuan Cao', 'Ye Jia', 'Zhifeng Chen', 'Jonathan Shen', 'Patrick Nguyen', 'Ruoming Pang']",Accept (Poster)
Detecting Adversarial Examples Via Neural Fingerprinting,"['Sumanth Dathathri', 'Stephan Zheng', 'Yisong Yue', 'Richard M. Murray']",Reject
Modeling Dynamics of Biological Systems with Deep Generative Neural Networks,"['Scott Gigante', 'David van Dijk', 'Kevin R. Moon', 'Alexander Strzalkowski', 'Katie Ferguson', 'Guy Wolf', 'Smita Krishnaswamy']",Reject
Pseudosaccades: A simple ensemble scheme for improving classification performance of deep nets,"['Jin Sean Lim', 'Robert John Durrant']",Reject
Jumpout: Improved Dropout for Deep Neural Networks with Rectified Linear Units,"['Shengjie Wang', 'Tianyi Zhou', 'Jeff Bilmes']",Reject
Generative Question Answering: Learning to Answer the Whole Question,"['Mike Lewis', 'Angela Fan']",Accept (Poster)
Successor Uncertainties: exploration and uncertainty in temporal difference learning,"['David Janz', 'Jiri Hron', 'José Miguel Hernández-Lobato', 'Katja Hofmann', 'Sebastian Tschiatschek']",Reject
Decoupled Weight Decay Regularization,"['Ilya Loshchilov', 'Frank Hutter']",Accept (Poster)
Probabilistic Recursive Reasoning for Multi-Agent Reinforcement Learning,"['Ying Wen', 'Yaodong Yang', 'Rui Luo', 'Jun Wang', 'Wei Pan']",Accept (Poster)
Detecting Out-Of-Distribution Samples Using Low-Order Deep Features Statistics,"['Igor M. Quintanilha', 'Roberto de M. E. Filho', 'José Lezama', 'Mauricio Delbracio', 'Leonardo O. Nunes']",Reject
Learning Gibbs-regularized GANs with variational discriminator reparameterization,"['Nicholas Rhinehart', 'Anqi Liu', 'Kihyuk Sohn', 'Paul Vernaza']",Reject
Learning to Represent Edits,"['Pengcheng Yin', 'Graham Neubig', 'Miltiadis Allamanis', 'Marc Brockschmidt', 'Alexander L. Gaunt']",Accept (Poster)
Feature prioritization and regularization improve standard accuracy and adversarial robustness,"['Chihuang Liu', 'Joseph JaJa']",Reject
On the Computational Inefficiency of Large Batch Sizes for Stochastic Gradient Descent,"['Noah Golmant', 'Nikita Vemuri', 'Zhewei Yao', 'Vladimir Feinberg', 'Amir Gholami', 'Kai Rothauge', 'Michael Mahoney', 'Joseph Gonzalez']",Reject
Unsupervised Domain Adaptation for Distance Metric Learning,"['Kihyuk Sohn', 'Wenling Shang', 'Xiang Yu', 'Manmohan Chandraker']",Accept (Poster)
Bayesian Deep Convolutional Networks with Many Channels are Gaussian Processes,"['Roman Novak', 'Lechao Xiao', 'Yasaman Bahri', 'Jaehoon Lee', 'Greg Yang', 'Jiri Hron', 'Daniel A. Abolafia', 'Jeffrey Pennington', 'Jascha Sohl-dickstein']",Accept (Poster)
Efficient Training on Very Large Corpora via Gramian Estimation,"['Walid Krichene', 'Nicolas Mayoraz', 'Steffen Rendle', 'Li Zhang', 'Xinyang Yi', 'Lichan Hong', 'Ed Chi', 'John Anderson']",Accept (Poster)
DEEP GEOMETRICAL GRAPH CLASSIFICATION,"['Mostafa Rahmani', 'Ping Li']",Reject
"A comprehensive, application-oriented study of catastrophic forgetting in DNNs","['B. Pfülb', 'A. Gepperth']",Accept (Poster)
Variational Autoencoders with Jointly Optimized Latent Dependency Structure,"['Jiawei He', 'Yu Gong', 'Joseph Marino', 'Greg Mori', 'Andreas Lehrmann']",Accept (Poster)
Normalization Gradients are Least-squares Residuals,['Yi Liu'],Reject
Convergent Reinforcement Learning with Function Approximation: A Bilevel Optimization Perspective,"['Zhuoran Yang', 'Zuyue Fu', 'Kaiqing Zhang', 'Zhaoran Wang']",Reject
Inferring Reward Functions from Demonstrators with Unknown Biases,"['Rohin Shah', 'Noah Gundotra', 'Pieter Abbeel', 'Anca Dragan']",Reject
LEARNING GENERATIVE MODELS FOR DEMIXING OF STRUCTURED SIGNALS FROM THEIR SUPERPOSITION USING GANS,"['Mohammadreza Soltani', 'Swayambhoo Jain', 'Abhinav V. Sambasivan']",Reject
Zero-shot Dual Machine Translation,"['Lierni Sestorain', 'Massimiliano Ciaramita', 'Christian Buck', 'Thomas Hofmann']",Reject
Enabling Factorized Piano Music Modeling and Generation with the MAESTRO Dataset,"['Curtis Hawthorne', 'Andriy Stasyuk', 'Adam Roberts', 'Ian Simon', 'Cheng-Zhi Anna Huang', 'Sander Dieleman', 'Erich Elsen', 'Jesse Engel', 'Douglas Eck']",Accept (Oral)
MILE: A Multi-Level Framework for Scalable Graph Embedding,"['Jiongqian Liang', 'Saket Gurukar', 'Srinivasan Parthasarathy']",Reject
Verification of Non-Linear Specifications for Neural Networks,"['Chongli Qin', 'Krishnamurthy (Dj) Dvijotham', ""Brendan O'Donoghue"", 'Rudy Bunel', 'Robert Stanforth', 'Sven Gowal', 'Jonathan Uesato', 'Grzegorz Swirszcz', 'Pushmeet Kohli']",Accept (Poster)
Geometry aware convolutional filters for omnidirectional images representation,"['Renata Khasanova', 'Pascal Frossard']",Reject
Improving Sequence-to-Sequence Learning via Optimal Transport,"['Liqun Chen', 'Yizhe Zhang', 'Ruiyi Zhang', 'Chenyang Tao', 'Zhe Gan', 'Haichao Zhang', 'Bai Li', 'Dinghan Shen', 'Changyou Chen', 'Lawrence Carin']",Accept (Poster)
Improving Sample-based Evaluation for Generative Adversarial Networks,"['Shaohui Liu*', 'Yi Wei*', 'Jiwen Lu', 'Jie Zhou']",Reject
LEARNING TO PROPAGATE LABELS: TRANSDUCTIVE PROPAGATION NETWORK FOR FEW-SHOT LEARNING,"['Yanbin Liu', 'Juho Lee', 'Minseop Park', 'Saehoon Kim', 'Eunho Yang', 'Sung Ju Hwang', 'Yi Yang']",Accept (Poster)
Universal Transformers,"['Mostafa Dehghani', 'Stephan Gouws', 'Oriol Vinyals', 'Jakob Uszkoreit', 'Lukasz Kaiser']",Accept (Poster)
Learn From Neighbour: A Curriculum That Train Low Weighted Samples By Imitating,"['Benyuan Sun', 'Yizhou Wang']",Reject
Characterizing Malicious Edges targeting on Graph Neural Networks,"['Xiaojun Xu', 'Yue Yu', 'Bo Li', 'Le Song', 'Chengfeng Liu', 'Carl Gunter']",Reject
Convergence Guarantees for RMSProp and ADAM in Non-Convex Optimization and an Empirical Comparison to Nesterov Acceleration,"['Soham De', 'Anirbit Mukherjee', 'Enayat Ullah']",Reject
Graph U-Net,"['Hongyang Gao', 'Shuiwang Ji']",Reject
Learning Representations in Model-Free Hierarchical Reinforcement Learning,"['Jacob Rafati', 'David Noelle']",Reject
When Will Gradient Methods Converge to Max-margin Classifier under ReLU Models?,"['Tengyu Xu', 'Yi Zhou', 'Kaiyi Ji', 'Yingbin Liang']",Reject
Feature Transformers: A Unified Representation Learning Framework for Lifelong Learning,"['Hariharan Ravishankar', 'Rahul Venkataramani', 'Saihareesh Anamandra', 'Prasad Sudhakar']",Reject
Stability of Stochastic Gradient Method with Momentum for Strongly Convex Loss Functions,"['Ali Ramezani-Kebrya', 'Ashish Khisti', 'and Ben Liang']",Reject
Learned optimizers that outperform on wall-clock and validation loss,"['Luke Metz', 'Niru Maheswaranathan', 'Jeremy Nixon', 'Daniel Freeman', 'Jascha Sohl-dickstein']",Reject
An Empirical study of Binary Neural Networks' Optimisation,"['Milad Alizadeh', 'Javier Fernández-Marqués', 'Nicholas D. Lane', 'Yarin Gal']",Accept (Poster)
Generative Ensembles for Robust Anomaly Detection,"['Hyunsun Choi', 'Eric Jang']",Reject
Unsupervised Learning  of Sentence Representations Using Sequence Consistency,['Siddhartha Brahma'],Reject
DADAM: A consensus-based distributed adaptive gradient method for online optimization,"['Parvin Nazari', 'Davoud Ataee Tarzanagh', 'George Michailidis']",Reject
A2BCD: Asynchronous Acceleration with Optimal Complexity,"['Robert Hannah', 'Fei Feng', 'Wotao Yin']",Accept (Poster)
Bayesian Deep Learning via Stochastic Gradient MCMC with a Stochastic Approximation Adaptation,"['Wei Deng', 'Xiao Zhang', 'Faming Liang', 'Guang Lin']",Reject
Detecting Memorization in ReLU Networks,"['Edo Collins', 'Siavash Arjomand Bigdeli', 'Sabine Süsstrunk']",Reject
LSH Microbatches for Stochastic Gradients:  Value in Rearrangement,"['Eliav Buchnik', 'Edith Cohen', 'Avinatan Hassidim', 'Yossi Matias']",Reject
Backpropamine: training self-modifying neural networks with differentiable neuromodulated plasticity,"['Thomas Miconi', 'Aditya Rawal', 'Jeff Clune', 'Kenneth O. Stanley']",Accept (Poster)
Hierarchical Bayesian Modeling for Clustering Sparse Sequences in the Context of Group Profiling,['Ishani Chakraborty'],Reject
Discovery of Natural Language Concepts in Individual Units of CNNs,"['Seil Na', 'Yo Joong Choe', 'Dong-Hyun Lee', 'Gunhee Kim']",Accept (Poster)
Neural Distribution Learning for generalized time-to-event prediction,"['Egil Martinsson', 'Adrian Kim', 'Jaesung Huh', 'Jaegul Choo', 'Jung-Woo Ha']",Reject
Learning Multi-Level Hierarchies with Hindsight,"['Andrew Levy', 'George Konidaris', 'Robert Platt', 'Kate Saenko']",Accept (Poster)
Learning Hash Codes via Hamming Distance Targets,"['Martin Loncaric', 'Ryan Weber', 'Bowei Liu']",Reject
Fortified Networks: Improving the Robustness of Deep Networks by Modeling the Manifold of Hidden Representations,"['Alex Lamb', 'Jonathan Binas', 'Anirudh Goyal', 'Dmitriy Serdyuk', 'Sandeep Subramanian', 'Ioannis Mitliagkas', 'Yoshua Bengio']",Reject
ProMP: Proximal Meta-Policy Search,"['Jonas Rothfuss', 'Dennis Lee', 'Ignasi Clavera', 'Tamim Asfour', 'Pieter Abbeel']",Accept (Poster)
CDeepEx: Contrastive Deep Explanations,"['Amir Feghahati', 'Christian R. Shelton', 'Michael J. Pazzani', 'Kevin Tang']",Reject
Complement Objective Training,"['Hao-Yun Chen', 'Pei-Hsin Wang', 'Chun-Hao Liu', 'Shih-Chieh Chang', 'Jia-Yu Pan', 'Yu-Ting Chen', 'Wei Wei', 'Da-Cheng Juan']",Accept (Poster)
Mixture of Pre-processing Experts Model for Noise Robust Deep Learning on Resource Constrained Platforms,"['Taesik Na', 'Minah Lee', 'Burhan A. Mudassar', 'Priyabrata Saha', 'Jong Hwan Ko', 'Saibal Mukhopadhyay']",Reject
BabyAI: A Platform to Study the Sample Efficiency of Grounded Language Learning,"['Maxime Chevalier-Boisvert', 'Dzmitry Bahdanau', 'Salem Lahlou', 'Lucas Willems', 'Chitwan Saharia', 'Thien Huu Nguyen', 'Yoshua Bengio']",Accept (Poster)
PAIRWISE AUGMENTED GANS WITH ADVERSARIAL RECONSTRUCTION LOSS,"['Aibek Alanov', 'Max Kochurov', 'Daniil Yashkov', 'Dmitry Vetrov']",Reject
Guaranteed Recovery of One-Hidden-Layer Neural Networks via Cross Entropy,"['Haoyu Fu', 'Yuejie Chi', 'Yingbin Liang']",Reject
Slimmable Neural Networks,"['Jiahui Yu', 'Linjie Yang', 'Ning Xu', 'Jianchao Yang', 'Thomas Huang']",Accept (Poster)
Entropic GANs meet VAEs: A Statistical Approach to Compute Sample Likelihoods in GANs,"['Yogesh Balaji', 'Hamed Hasani', 'Rama Chellappa', 'Soheil Feizi']",Reject
Learning Self-Imitating Diverse Policies,"['Tanmay Gangwani', 'Qiang Liu', 'Jian Peng']",Accept (Poster)
Graph HyperNetworks for Neural Architecture Search,"['Chris Zhang', 'Mengye Ren', 'Raquel Urtasun']",Accept (Poster)
Visual Imitation Learning with Recurrent Siamese Networks,"['Glen Berseth', 'Christopher J. Pal']",Reject
A NON-LINEAR  THEORY FOR SENTENCE EMBEDDING,"['Hichem Mezaoui', 'Isar Nejadgholi']",Reject
Sufficient Conditions for Robustness to Adversarial Examples: a Theoretical and Empirical Study with Bayesian Neural Networks,"['Yarin Gal', 'Lewis Smith']",Reject
Dual Learning: Theoretical Study and Algorithmic Extensions,"['Zhibing Zhao', 'Yingce Xia', 'Tao Qin', 'Tie-Yan Liu']",Reject
UaiNets: From Unsupervised to Active Deep Anomaly Detection,"['Tiago Pimentel', 'Marianne Monteiro', 'Juliano Viana', 'Adriano Veloso', 'Nivio Ziviani']",Reject
Deep Layers as Stochastic Solvers,"['Adel Bibi', 'Bernard Ghanem', 'Vladlen Koltun', 'Rene Ranftl']",Accept (Poster)
ARM: Augment-REINFORCE-Merge Gradient for Stochastic Binary Networks,"['Mingzhang Yin', 'Mingyuan Zhou']",Accept (Poster)
Scalable Unbalanced Optimal Transport using Generative Adversarial Networks,"['Karren D. Yang', 'Caroline Uhler']",Accept (Poster)
DEEP HIERARCHICAL MODEL FOR HIERARCHICAL SELECTIVE CLASSIFICATION AND ZERO SHOT LEARNING,"['Eliyahu Sason', 'Koby Crammer']",Reject
"A bird's eye view on coherence, and a worm's eye view on cohesion","['Woon Sang Cho', 'Pengchuan Zhang', 'Yizhe Zhang', 'Xiujun Li', 'Mengdi Wang', 'Jianfeng Gao']",Reject
"Unsupervised Discovery of Parts, Structure, and Dynamics","['Zhenjia Xu*', 'Zhijian Liu*', 'Chen Sun', 'Kevin Murphy', 'William T. Freeman', 'Joshua B. Tenenbaum', 'Jiajun Wu']",Accept (Poster)
State-Denoised Recurrent Neural Networks,"['Michael C. Mozer', 'Denis Kazakov', 'Robert V. Lindsey']",Reject
Learning Multimodal Graph-to-Graph Translation for Molecule Optimization,"['Wengong Jin', 'Kevin Yang', 'Regina Barzilay', 'Tommi Jaakkola']",Accept (Poster)
Harmonizing Maximum Likelihood with GANs for Multimodal Conditional Generation,"['Soochan Lee', 'Junsoo Ha', 'Gunhee Kim']",Accept (Poster)
COCO-GAN: Conditional Coordinate Generative Adversarial Network,"['Chieh Hubert Lin', 'Chia-Che Chang', 'Yu-Sheng Chen', 'Da-Cheng Juan', 'Wei Wei', 'Hwann-Tzong Chen']",Reject
